0	1	2
27	17	18
27	17	27
27	37	47
27	37	38
27	37	36
27	37	27
28	29	19
28	29	39
28	29	28
28	27	26
28	27	17
28	27	37
28	27	28
28	18	8
28	18	17
28	18	19
28	18	28
28	38	48
28	38	39
28	38	37
28	38	28
29	28	27
29	28	18
29	28	38
29	28	29
29	19	9
29	19	18
29	19	29
29	39	49
29	39	38
29	39	29
30	31	32
30	31	21
30	31	41
30	31	30
30	20	10
30	20	21
30	20	30
30	40	50
30	40	41
30	40	30
31	32	33
31	32	22
31	32	42
31	32	31
31	30	20
31	30	40
31	30	31
31	21	11
31	21	20
31	21	22
31	21	31
31	41	51
31	41	42
31	41	40
31	41	31
32	33	34
32	33	23
32	33	43
32	33	32
32	31	30
32	31	21
32	31	41
32	31	32
32	22	12
32	22	21
32	22	23
32	22	32
32	42	52
32	42	43
32	42	41
32	42	32
33	34	35
33	34	24
33	34	44
33	34	33
33	32	31
33	32	22
33	32	42
33	32	33
33	23	13
33	23	22
33	23	24
33	23	33
33	43	53
33	43	44
33	43	42
33	43	33
34	35	36
34	35	25
34	35	45
34	35	34
34	33	32
34	33	23
34	33	43
34	33	34
34	24	14
34	24	23
34	24	25
34	24	34
34	44	54
34	44	45
34	44	43
34	44	34
35	36	37
35	36	26
35	36	46
35	36	35
35	34	33
35	34	24
35	34	44
35	34	35
35	25	15
35	25	24
35	25	26
35	25	35
35	45	55
35	45	46
35	45	44
35	45	35
36	37	38
36	37	27
36	37	47
36	37	36
36	35	34
36	35	25
36	35	45
36	35	36
36	26	16
36	26	25
36	26	27
36	26	36
36	46	56
36	46	47
36	46	45
36	46	36
37	38	39
37	38	28
37	38	48
37	38	37
37	36	35
37	36	26
37	36	46
37	36	37
37	27	17
37	27	26
37	27	28
37	27	37
37	47	57
37	47	48
37	47	46
37	47	37
38	39	29
38	39	49
38	39	38
38	37	36
38	37	27
38	37	47
38	37	38
38	28	18
38	28	27
38	28	29
38	28	38
38	48	58
38	48	49
38	48	47
38	48	38
39	38	37
39	38	28
39	38	48
39	38	39
39	29	19
39	29	28
39	29	39
39	49	59
39	49	48
39	49	39
40	41	42
40	41	31
40	41	51
40	41	40
40	30	20
40	30	31
40	30	40
40	50	60
40	50	51
40	50	40
41	42	43
41	42	32
41	42	52
41	42	41
41	40	30
41	40	50
41	40	41
41	31	21
41	31	30
41	31	32
41	31	41
41	51	61
41	51	52
41	51	50
41	51	41
42	43	44
42	43	33
42	43	53
42	43	42
42	41	40
42	41	31
42	41	51
42	41	42
42	32	22
42	32	31
42	32	33
42	32	42
42	52	62
42	52	53
42	52	51
42	52	42
43	44	45
43	44	34
43	44	54
43	44	43
43	42	41
43	42	32
43	42	52
43	42	43
43	33	23
43	33	32
43	33	34
43	33	43
43	53	63
43	53	54
43	53	52
43	53	43
44	45	46
44	45	35
44	45	55
44	45	44
44	43	42
44	43	33
44	43	53
44	43	44
44	34	24
44	34	33
44	34	35
44	34	44
44	54	64
44	54	55
44	54	53
44	54	44
45	46	47
45	46	36
45	46	56
45	46	45
45	44	43
45	44	34
45	44	54
45	44	45
45	35	25
45	35	34
45	35	36
45	35	45
45	55	65
45	55	56
45	55	54
45	55	45
46	47	48
46	47	37
46	47	57
46	47	46
46	45	44
46	45	35
46	45	55
46	45	46
46	36	26
46	36	35
46	36	37
46	36	46
46	56	66
46	56	57
46	56	55
46	56	46
47	48	49
47	48	38
47	48	58
47	48	47
47	46	45
47	46	36
47	46	56
47	46	47
47	37	27
47	37	36
47	37	38
47	37	47
47	57	67
47	57	58
47	57	56
47	57	47
48	49	39
48	49	59
48	49	48
48	47	46
48	47	37
48	47	57
48	47	48
48	38	28
48	38	37
48	38	39
48	38	48
48	58	68
48	58	59
48	58	57
48	58	48
49	48	47
49	48	38
49	48	58
49	48	49
49	39	29
49	39	38
49	39	49
49	59	69
49	59	58
49	59	49
50	51	52
50	51	41
50	51	61
50	51	50
50	40	30
50	40	41
50	40	50
50	60	70
50	60	61
50	60	50
51	52	53
51	52	42
51	52	62
51	52	51
51	50	40
51	50	60
51	50	51
51	41	31
51	41	40
51	41	42
51	41	51
51	61	71
51	61	62
51	61	60
51	61	51
52	53	54
52	53	43
52	53	63
52	53	52
52	51	50
52	51	41
52	51	61
52	51	52
52	42	32
52	42	41
52	42	43
52	42	52
52	62	72
52	62	63
52	62	61
52	62	52
53	54	55
53	54	44
53	54	64
53	54	53
53	52	51
53	52	42
53	52	62
53	52	53
53	43	33
53	43	42
53	43	44
53	43	53
53	63	73
53	63	64
53	63	62
53	63	53
54	55	56
54	55	45
54	55	65
54	55	54
54	53	52
54	53	43
54	53	63
54	53	54
54	44	34
54	44	43
54	44	45
54	44	54
54	64	74
54	64	65
54	64	63
54	64	54
55	56	57
55	56	46
55	56	66
55	56	55
55	54	53
55	54	44
55	54	64
55	54	55
55	45	35
55	45	44
55	45	46
55	45	55
55	65	75
55	65	66
55	65	64
55	65	55
56	57	58
56	57	47
56	57	67
56	57	56
56	55	54
56	55	45
56	55	65
56	55	56
56	46	36
56	46	45
56	46	47
56	46	56
56	66	76
56	66	67
56	66	65
56	66	56
57	58	59
57	58	48
57	58	68
57	58	57
57	56	55
57	56	46
57	56	66
57	56	57
57	47	37
57	47	46
57	47	48
57	47	57
57	67	77
57	67	68
57	67	66
57	67	57
58	59	49
58	59	69
58	59	58
58	57	56
58	57	47
58	57	67
58	57	58
58	48	38
58	48	47
58	48	49
58	48	58
58	68	78
58	68	69
58	68	67
58	68	58
59	58	57
59	58	48
59	58	68
59	58	59
59	49	39
59	49	48
59	49	59
59	69	79
59	69	68
59	69	59
60	61	62
60	61	51
60	61	71
60	61	60
60	50	40
60	50	51
60	50	60
60	70	80
60	70	71
60	70	60
61	62	63
61	62	52
61	62	72
61	62	61
61	60	50
61	60	70
61	60	61
61	51	41
61	51	50
61	51	52
61	51	61
61	71	81
61	71	72
61	71	70
61	71	61
62	63	64
62	63	53
62	63	73
62	63	62
62	61	60
62	61	51
62	61	71
62	61	62
62	52	42
62	52	51
62	52	53
62	52	62
62	72	82
62	72	73
62	72	71
62	72	62
63	64	65
63	64	54
63	64	74
63	64	63
63	62	61
63	62	52
63	62	72
63	62	63
63	53	43
63	53	52
63	53	54
63	53	63
63	73	83
63	73	74
63	73	72
63	73	63
64	65	66
64	65	55
64	65	75
64	65	64
64	63	62
64	63	53
64	63	73
64	63	64
64	54	44
64	54	53
64	54	55
64	54	64
64	74	84
64	74	75
64	74	73
64	74	64
65	66	67
65	66	56
65	66	76
65	66	65
65	64	63
65	64	54
65	64	74
65	64	65
65	55	45
65	55	54
65	55	56
65	55	65
65	75	85
65	75	76
65	75	74
65	75	65
66	67	68
66	67	57
66	67	77
66	67	66
66	65	64
66	65	55
66	65	75
66	65	66
66	56	46
66	56	55
66	56	57
66	56	66
66	76	86
66	76	77
66	76	75
66	76	66
67	68	69
67	68	58
67	68	78
67	68	67
67	66	65
67	66	56
67	66	76
67	66	67
67	57	47
67	57	56
67	57	58
67	57	67
67	77	87
67	77	78
67	77	76
67	77	67
68	69	59
68	69	79
68	69	68
68	67	66
68	67	57
68	67	77
68	67	68
68	58	48
68	58	57
68	58	59
68	58	68
68	78	88
68	78	79
68	78	77
68	78	68
69	68	67
69	68	58
69	68	78
69	68	69
69	59	49
69	59	58
69	59	69
69	79	89
69	79	78
69	79	69
70	71	72
70	71	61
70	71	81
70	71	70
70	60	50
70	60	61
70	60	70
70	80	90
70	80	81
70	80	70
71	72	73
71	72	62
71	72	82
71	72	71
71	70	60
71	70	80
71	70	71
71	61	51
71	61	60
71	61	62
71	61	71
71	81	91
71	81	82
71	81	80
71	81	71
72	73	74
72	73	63
72	73	83
72	73	72
72	71	70
72	71	61
72	71	81
72	71	72
72	62	52
72	62	61
72	62	63
72	62	72
72	82	92
72	82	83
72	82	81
72	82	72
73	74	75
73	74	64
73	74	84
73	74	73
73	72	71
73	72	62
73	72	82
73	72	73
73	63	53
73	63	62
73	63	64
73	63	73
73	83	93
73	83	84
73	83	82
73	83	73
74	75	76
74	75	65
74	75	85
74	75	74
74	73	72
74	73	63
74	73	83
74	73	74
74	64	54
74	64	63
74	64	65
74	64	74
74	84	94
74	84	85
74	84	83
74	84	74
75	76	77
75	76	66
75	76	86
75	76	75
75	74	73
75	74	64
75	74	84
75	74	75
75	65	55
75	65	64
75	65	66
75	65	75
75	85	95
75	85	86
75	85	84
75	85	75
76	77	78
76	77	67
76	77	87
76	77	76
76	75	74
76	75	65
76	75	85
76	75	76
76	66	56
76	66	65
76	66	67
76	66	76
76	86	96
76	86	87
76	86	85
76	86	76
77	78	79
77	78	68
77	78	88
77	78	77
77	76	75
77	76	66
77	76	86
77	76	77
77	67	57
77	67	66
77	67	68
77	67	77
77	87	97
77	87	88
77	87	86
77	87	77
78	79	69
78	79	89
78	79	78
78	77	76
78	77	67
78	77	87
78	77	78
78	68	58
78	68	67
78	68	69
78	68	78
78	88	98
78	88	89
78	88	87
78	88	78
79	78	77
79	78	68
79	78	88
79	78	79
79	69	59
79	69	68
79	69	79
79	89	99
79	89	88
79	89	79
80	81	82
80	81	71
80	81	91
80	81	80
80	70	60
80	70	71
80	70	80
80	90	91
80	90	80
81	82	83
81	82	72
81	82	92
81	82	81
81	80	70
81	80	90
81	80	81
81	71	61
81	71	70
81	71	72
81	71	81
81	91	92
81	91	90
81	91	81
82	83	84
82	83	73
82	83	93
82	83	82
82	81	80
82	81	71
82	81	91
82	81	82
82	72	62
82	72	71
82	72	73
82	72	82
82	92	93
82	92	91
82	92	82
83	84	85
83	84	74
83	84	94
83	84	83
83	82	81
83	82	72
83	82	92
83	82	83
83	73	63
83	73	72
83	73	74
83	73	83
83	93	94
83	93	92
83	93	83
84	85	86
84	85	75
84	85	95
84	85	84
84	83	82
84	83	73
84	83	93
84	83	84
84	74	64
84	74	73
84	74	75
84	74	84
84	94	95
84	94	93
84	94	84
85	86	87
85	86	76
85	86	96
85	86	85
85	84	83
85	84	74
85	84	94
85	84	85
85	75	65
85	75	74
85	75	76
85	75	85
85	95	96
85	95	94
85	95	85
86	87	88
86	87	77
86	87	97
86	87	86
86	85	84
86	85	75
86	85	95
86	85	86
86	76	66
86	76	75
86	76	77
86	76	86
86	96	97
86	96	95
86	96	86
87	88	89
87	88	78
87	88	98
87	88	87
87	86	85
87	86	76
87	86	96
87	86	87
87	77	67
87	77	76
87	77	78
87	77	87
87	97	98
87	97	96
87	97	87
88	89	79
88	89	99
88	89	88
88	87	86
88	87	77
88	87	97
88	87	88
88	78	68
88	78	77
88	78	79
88	78	88
88	98	99
88	98	97
88	98	88
89	88	87
89	88	78
89	88	98
89	88	89
89	79	69
89	79	78
89	79	89
89	99	98
89	99	89
90	91	92
90	91	81
90	91	90
90	80	70
90	80	81
90	80	90
91	92	93
91	92	82
91	92	91
91	90	80
91	90	91
91	81	71
91	81	80
91	81	82
91	81	91
92	93	94
92	93	83
92	93	92
92	91	90
92	91	81
92	91	92
92	82	72
92	82	81
92	82	83
92	82	92
93	94	95
93	94	84
93	94	93
93	92	91
93	92	82
93	92	93
93	83	73
93	83	82
93	83	84
93	83	93
94	95	96
94	95	85
94	95	94
94	93	92
94	93	83
94	93	94
94	84	74
94	84	83
94	84	85
94	84	94
95	96	97
95	96	86
95	96	95
95	94	93
95	94	84
95	94	95
95	85	75
95	85	84
95	85	86
95	85	95
96	97	98
96	97	87
96	97	96
96	95	94
96	95	85
96	95	96
96	86	76
96	86	85
96	86	87
96	86	96
97	98	99
97	98	88
97	98	97
97	96	95
97	96	86
97	96	97
97	87	77
97	87	86
97	87	88
97	87	97
98	99	89
98	99	98
98	97	96
98	97	87
98	97	98
98	88	78
98	88	87
98	88	89
98	88	98
99	98	97
99	98	88
99	98	99
99	89	79
99	89	88
99	89	99
